playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
thornma01,2010,0,ALS201007130,CHA,AL,1.0,
cartyri01,1970,0,NLS197007140,ATL,NL,1.0,7.0
sainjo01,1953,0,NLS195307140,NYA,AL,0.0,
hernajo01,2002,0,NLS200207090,MIL,NL,1.0,
gubicma01,1989,0,ALS198907110,KCA,AL,1.0,
nichobi01,1943,0,ALS194307130,CHN,NL,1.0,9.0
hoernjo01,1970,0,NLS197007140,PHI,NL,0.0,
aaronha01,1959,1,NLS195907070,ML1,NL,1.0,9.0
aaronha01,1960,2,ALS196007130,ML1,NL,1.0,9.0
aaronha01,1962,2,NLS196207300,ML1,NL,1.0,
aaronha01,1963,0,ALS196307090,ML1,NL,1.0,9.0
aaronha01,1964,0,NLS196407070,ML1,NL,1.0,
aaronha01,1968,0,NLS196807090,ATL,NL,1.0,9.0
aaronha01,1972,0,NLS197207250,ATL,NL,1.0,9.0
aaronha01,1974,0,NLS197407230,ATL,NL,1.0,9.0
adamsac01,1943,0,ALS194307130,NY1,NL,0.0,
adcocjo01,1960,1,ALS196007110,ML1,NL,1.0,3.0
aguilri01,1991,0,ALS199107090,MIN,AL,1.0,
aguirha01,1962,1,ALS196207100,DET,AL,0.0,
aguirha01,1962,2,NLS196207300,DET,AL,1.0,
alfoned01,2000,0,NLS200007110,NYN,NL,1.0,
allendi01,1967,0,ALS196707110,PHI,NL,1.0,5.0
alleyge01,1967,0,ALS196707110,PIT,NL,1.0,6.0
alleyge01,1968,0,NLS196807090,PIT,NL,0.0,
allisbo01,1959,2,NLS195908030,WS1,AL,0.0,
allisbo01,1963,0,ALS196307090,MIN,AL,1.0,
alomaro01,1994,0,NLS199407120,TOR,AL,1.0,4.0
alomaro01,1995,0,ALS199507110,TOR,AL,1.0,
